Hugo_Symbol	Entrez_Gene_Id	GTEX-S32W-1526-SM-4AD6Z	GTEX-TSE9-2826-SM-4DXTF	GTEX-U3ZN-1626-SM-4DXTZ	GTEX-TML8-0726-SM-4DXTT	GTEX-T5JW-0726-SM-4DM6D	GTEX-S341-1126-SM-4AD6T	GTEX-T6MO-1426-SM-4DM73	GTEX-S341-1326-SM-4AD72	GTEX-S4UY-1426-SM-4AD6Y	GTEX-TSE9-2726-SM-4DXSQ	GTEX-S32W-1626-SM-4AD6G
GOLGA7B	401647	8.25	3.2	11.82	1.46	25.54	1.04	4.21	3.82	7	1.62	3.72
PJA2	9867	1991	1191.69	642.59	1639.59	543.96	2335.28	791.35	1250.98	1651	1417.35	2255.7
PUF60	22827	4388.98	1819.35	2796.65	3325.99	3768.09	3515.68	2061.24	2701.35	3395.89	1896.65	3614.55
PEPD	5184	1757.34	1151.06	884.29	1583.71	961.07	2032.85	1369.04	1322.37	3212.66	1350.18	1674.06
TTLL3	26140	575.03	2209.26	226.54	1216.75	323.03	872.1	1674.06	1437.15	775.05	2335.28	356.05
MLEC	9761	2485.67	669.92	379.04	2485.67	463.65	1369.04	1001.93	1286.18	1369.04	941.27	2537.92
DAK	26007	511	607.87	1819.35	896.64	2193.99	688.78	2193.99	2209.26	1081.39	490.14	503.95
C8orf86	389649	0	2.58	0	0	0	0.75	0	1.87	0.73	0	0
ARC	23237	10.39	14.24	3768.09	94.67	571.05	19.68	8.78	10.88	17.64	18.84	18.43
CRYAA	1409	9.2	0	0	12.74	0	4.43	0	0	7.28	7.75	0
PTGER2	5732	309.83	115.16	9.63	647.07	33.06	559.28	728.11	796.86	620.67	92.7	441.64
NLGN3	54413	53.95	92.05	27.25	305.55	49.21	193.01	191.67	90.14	106.63	57.08	53.19
TRMT1L	81627	167.9	356.05	136.19	133.36	94.01	149.12	249.73	269.6	125.24	348.71	223.41
TCEAL2	140597	392.44	575.03	0	348.71	1.51	376.41	17.51	102.97	379.04	463.65	249.73
ITPRIPL2	162073	111.99	92.7	406.31	185.11	224.97	260.38	521.76	507.46	166.73	131.51	221.86
LMF1	64788	228.13	314.17	112.77	555.41	497	679.29	974.5	1111.82	454.09	289.02	265.87
ALPI	248	1.3	0	0	0	0	0	0	0	0	1.23	0
PPIB	5479	49666	17804.06	8963.45	54727.32	12943.04	16843.62	23820.89	18304.63	30785.28	17681.08	32767
KMT2C	58508	291.04	287.01	591.22	521.76	591.22	503.95	371.22	642.59	412	373.81	346.29
CRHBP	1393	258.57	33.06	18.29	138.1	25.72	228.13	49.21	29.48	197.09	35.76	334.46
ETV4	2118	111.99	59.55	8247.98	125.24	698.41	154.42	764.36	2520.38	63	24.28	232.94
KLK12	43849	3.79	3.03	2343119.96	5.02	751804.53	2.61	0	2.53	6.36	2.32	0
ARNTL2	56938	18.7	3.32	2384.37	44.89	1340.84	10.16	28.45	28.24	3.53	2.61	21.32
IL36RN	26525	0	0	17078.76	0	44452.21	0	0	1.64	0	0	17.9
ZC2HC1A	51101	162.14	164.42	95.34	249.73	131.51	397.93	198.47	521.76	559.28	395.18	204.07
CDC73	79577	258.57	212.78	171.45	234.57	258.57	318.57	176.29	262.2	234.57	264.03	361.04
RP11-446E24.4	0	6.06	0.53	1.89	1.3	0.85	1.04	3.06	5.02	3.44	2.56	2.46
CCDC7	79741	10.31	53.95	13.62	23.76	13.22	12.18	15.22	26.1	19.11	44.57	8.78
EXOC3L2	90332	612.11	22.26	97.36	303.44	91.41	215.77	144.01	96.01	406.31	24.28	607.87
ZP4	57829	0	0	0	0	0	0	0	0	9.56	0	0
PNMA6B	84968	3.08	0	0	4.82	0	1.87	23.08	6.31	10.31	0	0
PPP2R2A	5520	684.02	934.76	5329.3	575.03	2997.45	713.11	483.38	633.73	629.35	961.07	785.88
CDC20	991	38.4	18.03	1397.83	62.12	336.79	38.12	61.25	57.49	77.25	26.86	44.57
RGS14	10636	329.84	74.58	3018.3	336.79	1662.49	153.34	256.78	379.04	279.14	56.28	503.95
CRYM	1428	36.79	22.75	2271.4	260.38	8247.98	507.46	728.11	177.53	12244.81	113.56	45.21
KDM4D	55693	18.43	11.21	9.56	46.18	24.99	35.25	22.43	35	49.56	8.45	15.68
BICD2	23299	334.46	223.41	9740.98	373.81	6561.36	267.73	208.38	301.33	218.79	214.27	444.72
MTPAP	55149	264.03	127	93.35	150.17	204.07	232.94	201.25	281.09	232.94	189.02	206.94
CMTM7	112616	1757.34	521.76	4.35	688.78	166.73	121.79	8479.89	6079.61	223.41	403.5	651.58
DNASE2	1777	444.72	738.29	579.04	1096.5	813.63	915.51	1397.83	1359.57	1551.09	679.29	555.41
NANOG	79923	1.25	4.39	0	0.32	0	0.53	1.81	0.3	1.1	3.72	1.62
PLA2G4F	255189	0.36	0	4095	1.2	15499.21	1.58	28.24	60.39	0.74	0.67	0.72
ZNF226	7769	141.02	371.22	191.67	327.56	356.05	334.46	483.38	633.73	409.15	271.48	283.05
MED22	6837	656.11	660.68	127	540.19	256.78	417.77	423.61	473.41	420.68	599.49	490.14
METTL10	399818	373.81	543.96	412	532.74	511	460.44	299.25	444.72	279.14	651.58	507.46
CNGA2	1260	1.85	0	0	0	0	6.26	0	0	0	0	0
VPS18	57617	289.02	190.34	244.57	346.29	176.29	320.8	325.29	291.04	403.5	169.07	356.05
SPTLC2	9517	381.68	438.59	3018.3	384.34	1331.57	358.54	476.71	813.63	500.46	264.03	490.14
LTBP1	4052	1628.26	1709.26	112.77	4181.07	1037.29	5751.61	1268.46	1870.53	2287.2	1233.75	2090.03
GSDMD	79792	2133.97	2240.11	486.75	1909.85	579.04	1151.06	2591.27	1417.35	1447.15	1769.57	1870.53
JMJD7-PLA2G4B	8681	58.71	175.07	267.73	56.28	198.47	66.18	118.43	139.07	57.89	186.4	33.78
BRINP3	339479	1.36	0	0	4.5	0	1.43	1.93	0	3.69	2.92	7.88
KIAA0020	9933	1216.75	620.67	612.11	555.41	1447.15	303.44	642.59	486.75	414.87	647.07	967.76
FER1L6	654463	0.51	0	6.41	17.13	0.6	0	18.29	147.06	0.53	1.3	0.52
ABHD13	84945	129.69	87.65	107.38	116.78	125.24	145.02	106.63	171.45	129.69	123.5	186.4
AKAP6	9472	10.55	38.95	13.22	11.64	1.51	24.46	12.83	23.08	15.34	34.26	59.13
NR1H2	7376	2240.11	2915.45	878.17	1936.53	1781.89	2400.97	1991	2193.99	1757.34	2816.11	2400.97
CDKN2A	1029	6.41	114.36	320.8	74.06	131.51	35	215.77	379.04	167.9	21.16	31.45
TEN1	100134934	438.59	536.45	934.76	595.34	1487.87	444.72	921.88	620.67	450.94	638.15	368.65
PGAM1	5223	5479.15	2956.17	17927.91	6079.61	10014.87	4769.75	3018.3	3589.58	5006.93	2816.11	5441.3
UGT2A2	574537	1.77	0	0	0	2.05	0	0	10.08	0	1.68	0
BCL2L12	83596	579.04	291.04	500.46	251.48	158.79	158.79	293.07	273.37	237.86	281.09	356.05
DDT	1652	3467.27	3212.66	3303	2178.83	4972.34	2956.17	3639.7	3419.52	4268.94	2434.5	3372.43
DCAKD	79877	884.29	1259.69	967.76	1498.22	1242.34	836.53	1096.5	1322.37	872.1	1191.69	748.61
HECTD2	143279	125.24	73.03	12.18	170.25	60.82	186.4	125.24	146.03	314.17	98.04	148.09
ALDH18A1	5832	1605.83	417.77	854.13	1628.26	902.89	587.13	753.83	1143.1	698.41	397.93	1304.15
PRELID1	27166	4769.75	2701.35	3690.52	3491.39	4972.34	2224.63	2739.08	1709.26	2434.5	1896.65	4450.27
PRB2	653247	4.21	0	0	0	0	6.57	0	0	3.89	0	3.82
TMEM232	642987	103.69	61.25	149.12	83.45	1.81	52.08	279.14	1685.71	50.98	27.25	101.54
COL5A2	1290	180.02	769.69	7.11	4836.35	277.2	3716.2	909.17	1594.73	2417.67	1304.15	190.34
VSIG4	11326	305.55	71.5	41.81	249.73	153.34	267.73	651.58	312	121.79	64.34	435.55
AMY2B	280	181.28	878.17	29.91	139.07	146.03	612.11	974.5	2816.11	351.14	796.86	146.03
RRAS	6237	2090.03	8963.45	612.11	5517.27	1819.35	4903.87	4268.94	2319.15	3467.27	6792.79	2997.45
SMOC1	64093	4543.8	2451.44	4.39	3742.05	55.49	4543.8	447.82	1617	3847.29	2976.74	1561.89
FAM120B	84498	366.09	567.1	178.77	435.55	255	454.09	543.96	540.19	463.65	490.14	409.15
ACTL6A	86	1794.29	511	842.36	988.12	967.76	1073.91	842.36	1135.2	1135.2	684.02	1259.69
SLC22A31	146429	0.95	6.52	0	44.25	0.09	0.58	232.94	9.2	3.44	0.23	6.11
PSMD4	5710	4575.41	5255.91	3614.55	2956.17	4639.29	3372.43	2976.74	2537.92	3768.09	3443.31	3874.05
C4BPB	725	5.77	0	5.5	6.57	5.06	3.06	2384.37	11664.82	8.92	0	0.61
TSEN15	116461	642.59	305.55	318.57	559.28	400.71	559.28	316.37	400.71	575.03	312	808
ZSCAN2	54993	155.5	130.6	18.97	373.81	191.67	224.97	329.84	187.71	318.57	236.21	234.57
COPG2	26958	1135.2	1467.37	1331.57	921.88	848.22	1225.22	1322.37	1250.98	1277.29	1583.71	981.29
CRY2	1408	507.46	1051.79	149.12	656.11	195.72	825	579.04	796.86	728.11	825	571.05
BCL2A1	597	49.91	156.59	67.59	25.72	11.64	31.22	57.08	10	39.22	127	57.49
CHRNE	1145	36.01	62.12	9.56	10.08	21.32	17.64	42.71	17.9	16.27	57.49	20.26
FABP9	646480	0	0	0	0	0	0	0	0	0	0	0
PEBP1	5037	9151.82	10296.45	2997.45	9474.59	10225.32	11504.21	13399.51	14361.31	11267.44	9409.14	9409.14
ANKMY2	57037	373.81	591.22	177.53	567.1	265.87	463.65	633.73	536.45	466.88	629.35	323.03
STAT4	6775	21.94	33.54	48.52	33.3	66.65	25.72	111.99	54.72	11.91	32.36	22.26
SMPD1	6609	988.12	769.69	872.1	1662.49	708.18	665.29	595.34	414.87	1331.57	769.69	713.11
CTD-2545G14.7	0	0	0	0	0	0	0	0	0	0	0	0
JRKL	8690	181.28	180.02	147.06	246.28	186.4	139.07	239.52	318.57	87.65	258.57	299.25
CLEC2B	9976	353.59	3564.78	190.34	389.72	1151.06	187.71	866.07	325.29	500.46	3039.3	336.79
LL22NC03-63E9.3	0	0	0	0	0	0	0	0	0	0	0	0
LRRC73	221424	48.87	27.44	18.43	180.02	11.3	18.84	206.94	329.84	46.5	5.5	63
IL31	386653	0	0	0	0	0	0	0	0	0	0	0
CDCA2	157313	5.54	2.34	132.44	10.08	49.21	17.25	6.41	11.3	3.2	2.32	3.96
SVOPL	136306	0	0	13.52	6.01	31.22	0	665.29	1286.18	0	11.47	0
HIGD1B	51751	25.17	24.81	63	246.28	88.88	66.18	187.71	118.43	172.65	27.44	36.79
NR4A3	8013	409.15	157.68	10.08	204.07	21.47	381.68	31.9	132.44	101.54	112.77	500.46
NLRP6	171389	1.99	0.87	0.67	0.99	6.52	0.77	8.25	0.54	1.48	0	1.83
APOA2	336	5.15	1.28	3.79	2.73	0	21.47	1.28	11.64	17.38	1.6	10.16
CCNT2	905	251.48	232.94	149.12	221.86	251.48	323.03	281.09	371.22	293.07	262.2	277.2
CORO2B	10391	124.37	241.19	0	260.38	21.94	295.11	182.55	167.9	249.73	198.47	85.22
ATP1B2	482	41.52	1159.07	9.56	409.15	54.33	253.23	441.64	587.13	169.07	1015.93	52.45
PODXL	5420	169.07	125.24	71	258.57	81.14	432.53	1628.26	1119.56	221.86	70.51	223.41
P2RY13	53829	6.16	9.34	34.02	29.06	27.05	15.22	105.15	68.07	5.28	24.11	6.21
CLIC1	1192	11189.6	11584.24	8363.13	10154.69	8658.09	7032.37	7180.15	6607.01	6607.01	10808.41	11035.54
RP11-89K11.1	0	67.59	693.58	3.06	105.15	23.93	49.56	180.02	99.43	42.41	738.29	49.56
FAM73A	374986	52.45	47.84	78.34	66.18	50.63	141.02	88.26	220.32	88.88	49.21	94.67
TMSB15B	11013	105.89	769.69	0.29	214.27	31	536.45	239.52	114.36	660.68	909.17	223.41
RNF224	643596	0	2.01	63.89	1.08	18.16	2.23	10	26.1	3.35	5.02	0.77
CSE1L	1434	1447.15	1044.52	1857.6	836.53	921.88	1088.92	555.41	718.08	961.07	1096.5	1359.57
FAM170B	170370	2.41	0	0	1.01	0	1.53	0.97	0	2.23	2.56	1.46
CHRNA3	1136	37.05	3.14	9.56	70.51	12.27	10.71	5.73	67.12	5.23	0.82	47.5
RPA2	6118	1242.34	1216.75	1605.83	1572.76	1183.45	1467.37	1225.22	1819.35	1135.2	1175.27	1322.37
PRR18	285800	0	20.86	5.02	0	11.91	4.43	51.35	642.59	0	2.58	1.41
GNG12	55970	1277.29	967.76	2133.97	1896.65	1781.89	2335.28	988.12	1127.35	2240.11	1151.06	1697.45
LIAS	11019	150.17	334.46	371.22	291.04	432.53	209.84	314.17	426.57	281.09	265.87	194.36
NUDT10	170685	277.2	954.43	10.88	395.18	12.36	185.11	269.6	120.94	1001.93	1066.48	249.73
ST3GAL4	6484	2018.8	1857.6	2997.45	679.29	1498.22	703.28	1340.84	447.82	1008.9	2133.97	2555.58
KCNJ6	3763	0.06	0	0	0	0	0.59	0.3	2.46	3.35	0	0.78
C1QTNF3	114899	69.03	251.48	39.5	228.13	104.42	146.03	713.11	157.68	988.12	127.89	256.78
SRRM4	84530	1.28	0.66	0	2.89	0	2.07	0	2.76	0.68	0	5.15
SUB1	10923	3665.02	3190.46	8363.13	5479.15	4671.57	4639.29	4038.61	4268.94	5255.91	3589.58	4671.57
MRE11A	4361	215.77	66.18	129.69	244.57	87.03	186.4	136.19	318.57	123.5	123.5	275.28
AC083862.1	0	0	0	0	0	0	0	0	0	0	0	0
SRMS	6725	0	0	228.13	0	22.59	7	3.99	4.03	0	3.63	0
UTP3	57050	551.56	356.05	674.59	595.34	591.22	547.75	518.15	607.87	511	420.68	703.28
ZC3H14	79882	748.61	1250.98	403.5	587.13	379.04	555.41	802.41	825	490.14	1008.9	825
PRRT3	285368	27.64	34.02	202.66	72.01	44.57	15	97.36	329.84	46.5	30.12	27.64
FAM160B2	64760	967.76	1167.14	693.58	785.88	738.29	688.78	1628.26	928.3	928.3	1127.35	638.15
TPM4	7171	8901.53	5403.7	16269.83	8538.88	15934.98	10154.69	4450.27	5292.48	11992.79	5555.65	9673.69
DCUN1D2	55208	242.88	373.81	84.04	249.73	228.13	368.65	303.44	483.38	387.02	339.14	291.04
ZHX3	23051	159.9	158.79	123.5	124.37	121.79	339.14	212.78	176.29	231.32	148.09	197.09
TEX26	122046	0	7.11	0	39.79	0	9.93	85.22	529.06	18.16	3.79	7.28
C10orf105	414152	0.97	11.04	4.43	6.62	5.45	5.77	3.79	2.73	4.7	8	2.89
FLG	2312	5.15	0	3716.2	4.78	2.76	5.11	4.17	3.79	9.2	0	4.31
LY6G6E	0	0	0	0	0	0	0	0	5.92	0	0	0
RASGEF1A	221002	11.04	37.32	17.38	128.79	8.65	12.93	59.55	153.34	31.67	305.55	7.69
SH3BP5L	80851	199.85	166.73	521.76	361.04	435.55	248	476.71	420.68	253.23	165.57	291.04
BACH1	571	140.04	130.6	866.07	297.17	748.61	395.18	490.14	480.04	540.19	175.07	239.52
TMEM8C	389827	18.56	0	0	0	0	0	90.14	0	59.97	0	0
SIX2	10736	314.17	291.04	38.4	336.79	921.88	1066.48	71	136.19	80.01	1369.04	40.07
FAM195B	348262	4239.45	6471.02	111.99	3955.48	536.45	2758.13	2163.77	1388.16	5791.62	4419.52	4095
SLC10A1	6554	0.57	0	1.39	0	2.71	0.6	1.2	1.53	1.53	0	0.57
MBLAC2	153364	115.16	39.5	67.59	107.38	86.43	129.69	93.35	152.28	105.89	54.33	136.19
TMEM41A	90407	239.52	153.34	915.51	291.04	1857.6	232.94	234.57	490.14	253.23	170.25	291.04
C8orf17	0	0	0	0.4	0	0	0	0.74	0	0	0	0
AOC3	8639	1175.27	848.22	31.67	3124.78	97.36	1857.6	193.01	264.03	981.29	514.56	1745.2
BLOC1S4	55330	426.57	318.57	281.09	500.46	397.93	373.81	454.09	470.14	500.46	363.56	376.41
CDC6	990	104.42	14.78	265.87	46.5	44.25	12.93	12.55	40.93	24.46	10.47	92.7
PCDHB14	56122	154.42	20.56	5.87	221.86	88.26	102.97	40.64	91.41	314.17	22.75	151.22
HIST1H2BF	8339	5.19	35.76	93.35	2.32	6.73	0.36	12.18	6.57	3.82	23.08	1.46
PATL2	197135	27.84	26.47	32.13	43.02	15.56	21.63	34.75	88.26	29.06	32.36	11.3
UCMA	221044	0	4.62	0	0	0	0	0	0	0	0	0
NPRL2	10641	323.03	612.11	279.14	314.17	403.5	366.09	571.05	551.56	368.65	514.56	318.57
REC8	9985	133.36	127.89	647.07	42.71	249.73	122.64	5219.6	1487.87	180.02	69.03	81.14
EPRS	2058	1662.49	1191.69	1477.58	1551.09	1685.71	1427.22	1167.14	1268.46	1127.35	1277.29	1551.09
ERLEC1	27248	1498.22	1119.56	616.37	2682.69	934.76	1721.16	1359.57	1697.45	1721.16	1322.37	1628.26
RABGGTA	5875	343.89	921.88	1191.69	348.71	1135.2	503.95	967.76	884.29	551.56	854.13	351.14
QSOX2	169714	316.37	76.17	39.22	150.17	76.17	148.09	84.63	119.26	122.64	88.88	265.87
PLRG1	5356	718.08	947.83	599.49	1151.06	748.61	909.17	921.88	1008.9	1268.46	743.43	941.27
ALDH3A2	224	2287.2	633.73	8078.22	2104.58	6294.04	2485.67	2090.03	3419.52	1159.07	1119.56	2178.83
MRPL48	51642	1242.34	1359.57	1081.39	1242.34	1233.75	1119.56	1081.39	1119.56	1159.07	1477.58	1286.18
LBX2	85474	24.46	2.61	1.16	26.28	8.19	43.32	34.51	24.63	12.64	1.14	1.57
ZNF283	284349	44.57	46.84	35.76	24.99	36.79	29.27	56.28	60.39	38.67	43.02	30.56
RP11-625H11.1	0	0.66	0	0	14.45	0	0.25	0	0	0	0	1.6
NCDN	23154	1167.14	559.28	264.03	1572.76	323.03	511	785.88	1674.06	785.88	432.53	579.04
OR2L3	391192	0.74	0	0	0	0	1.66	0	0	2.03	0	1.41
MTCH2	23788	1167.14	884.29	2133.97	1175.27	1977.24	1143.1	921.88	1127.35	1397.83	947.83	1340.84
KY	339855	6.16	7.4	1.28	31	10.88	4.98	2.58	2.41	11.04	5.54	7.82
FLRT1	23769	99.43	147.06	27.25	708.18	34.75	151.22	156.59	307.69	275.28	59.97	125.24
UBE2D2	7322	2502.97	2777.33	3614.55	1857.6	2591.27	2758.13	2032.85	6745.86	2240.11	2997.45	2739.08
SGCE	8910	447.82	1991	0.43	11664.82	279.14	3794.3	860.08	1259.69	1583.71	3515.68	521.76
FASTKD3	79072	327.56	199.85	114.36	134.3	281.09	171.45	234.57	283.05	162.14	289.02	241.19
VN1R1	57191	1.91	0	7.17	2.01	23.08	11.3	10.63	49.21	9.85	0	7.17
PALM2-AKAP2	11217	20.41	5.82	10.31	19.25	0	58.3	9.41	5.87	81.14	13.62	45.85
TRIM58	25893	13.32	1.11	16.03	31.9	7.28	18.29	24.63	21.01	24.81	0.16	30.56
KIF5A	3798	15.91	6.16	2.97	12.83	2.27	9.93	32.59	10.24	2.39	1.38	34.75
PRL	5617	0	5.36	3.03	1.48	14.03	0	17.9	0	0	5.02	0
PDIA5	10954	1819.35	551.56	187.71	1437.15	392.44	764.36	738.29	521.76	1628.26	587.13	1304.15
KRT18	3875	1950	1127.35	30785.28	1135.2	12415.75	3168.41	48982.22	64632.75	2720.15	1073.91	1923.14
SETD4	54093	309.83	205.5	283.05	211.31	403.5	295.11	323.03	457.25	209.84	303.44	224.97
MYCBP	26292	718.08	220.32	1233.75	323.03	559.28	368.65	403.5	536.45	346.29	186.4	599.49
PPP1R3G	648791	27.44	248	52.45	126.12	126.12	186.4	500.46	346.29	88.26	231.32	27.44
CMAS	55907	638.15	669.92	5366.37	503.95	2627.46	642.59	511	480.04	511	791.35	808
C22orf26	55267	5.77	9.41	2.51	10.47	6.31	15.45	13.93	11.13	16.63	7.51	5.02
LA16c-431H6.6	0	0	0	2.53	0	1.2	0	5.63	5.41	0	0	0.53
MGAT1	4245	3443.31	1745.2	1685.71	3847.29	2271.4	2682.69	2796.65	2075.59	3372.43	2004.85	2875.3
AMBN	258	0	0	0	0	0	0	0	0	0	0	0
PIGC	5279	514.56	656.11	521.76	1167.14	848.22	733.19	1059.11	1151.06	1044.52	679.29	713.11
NAA11	84779	0	0.62	0.14	0.09	0.38	1.36	1.2	1	1.93	1.99	1.5
GNAI1	2770	265.87	199.85	1519.15	497	1769.57	1250.98	381.68	395.18	718.08	301.33	426.57
LOX	4015	167.9	75.11	20.11	414.87	303.44	1135.2	620.67	1104.13	244.57	57.49	181.28
CTNNA3	29119	2.16	92.05	1.39	14.78	2.05	23.08	15.8	20.56	40.07	88.88	22.75
AIRE	326	0.71	3.53	3.17	4.94	4.43	0.49	23.93	22.1	1.22	4.06	2.97
C1orf229	388759	2.01	22.26	0	7.69	5.68	16.15	18.16	19.82	22.75	14.89	7.28
HSPA6	3310	30.34	25.72	8.13	42.41	26.47	15.8	38.12	23.08	29.48	13.83	42.11
PLEKHF2	79666	86.43	147.06	269.6	162.14	490.14	214.27	262.2	341.51	123.5	158.79	162.14
PCDHGA11	5098	8.19	6.46	7.69	33.3	20.71	18.56	13.42	8.58	18.97	12.45	16.27
ALDH5A1	7915	85.22	127	447.82	156.59	1674.06	87.65	190.34	358.54	68.55	120.94	114.36
CDC25C	995	0	0	94.01	9.27	29.48	0	4.17	16.75	7.46	9.34	5.77
NMI	9111	780.44	208.38	2178.83	988.12	934.76	432.53	518.15	497	339.14	178.77	830.75
PRSS46	100287362	0.19	4.74	0	0.26	0	2.51	5.77	6.16	3.29	6.01	0
NAGA	4668	703.28	303.44	334.46	1208.34	429.54	511	612.11	486.75	743.43	423.61	743.43
AMTN	401138	0	0	0	0	3168.41	0	0	0	0	0	0
ZNF845	91664	48.52	20.11	67.59	37.05	100.13	76.71	101.54	73.03	58.71	26.86	100.13
KLF13	51621	995	587.13	575.03	703.28	1167.14	2032.85	1651	1286.18	733.19	476.71	1651
PCDHB13	56123	56.68	2.23	0	118.43	10.55	42.71	23.42	40.07	76.71	3.56	65.72
C10orf129	142827	0.44	0	0	0	0	0	0.65	0.45	7.34	0	0
MTCP1	4515	397.93	583.07	115.16	173.85	97.36	267.73	267.73	214.27	132.44	273.37	669.92
CTD-3214H19.16	0	0	0	0	0	0	0	0	0	0	0	0
LGALS9B	284194	0	0	12853.63	4.74	2485.67	1.45	10.55	7.34	9.48	0	0
AQP1	358	7803.01	1088.92	1844.76	3540.14	2555.58	9215.48	6840.04	2537.92	19082	1437.15	4802.93
ATP6V0C	527	4123.49	5913.33	16611.71	4736.79	7382.04	3190.46	5517.27	6337.83	5255.91	5255.91	3614.55
NUS1	116150	860.08	305.55	318.57	551.56	457.25	470.14	406.31	607.87	406.31	301.33	909.17
CPSF6	11052	698.41	587.13	536.45	624.99	563.18	651.58	651.58	684.02	612.11	669.92	718.08
ARPC1B	10095	6207.38	1369.04	1498.22	10585.95	2400.97	4095	4543.8	2468.49	4066.71	1709.26	5751.61
ATG9A	79065	571.05	371.22	988.12	669.92	738.29	629.35	525.39	450.94	540.19	363.56	579.04
SETD2	29072	376.41	406.31	231.32	351.14	336.79	607.87	387.02	493.56	483.38	414.87	414.87
TCHH	7062	2.43	0	567.1	2.86	172.65	1.41	0.38	8.71	11.64	0	1.27
UBFD1	56061	808	236.21	297.17	703.28	273.37	339.14	381.68	470.14	412	242.88	836.53
OSCP1	127700	148.09	178.77	100.83	129.69	172.65	59.97	381.68	1757.34	172.65	153.34	154.42
ANKRD29	147463	251.48	15.11	99.43	149.12	633.73	262.2	60.82	236.21	249.73	15.34	226.54
TRIM72	493829	0	0	7.4	0	0	0	0	0	0.88	0	5.5
ZNF787	126208	620.67	830.75	389.72	819.3	624.99	559.28	1015.93	665.29	620.67	463.65	647.07
GTF2I	2969	2061.24	3794.3	4903.87	3901.01	4671.57	5872.48	5112.16	6840.04	5791.62	5329.3	2133.97
CPXCR1	53336	0	0	0	0	0	0	0	0	0	0	5.41
SCT	6343	14.45	41.22	0	0	0	0	50.63	18.84	0	30.34	0
CDO1	1036	1350.18	1388.16	2.53	780.44	134.3	1572.76	1487.87	759.08	291.04	1030.12	1721.16
ITGB5	3693	866.07	2720.15	2956.17	5147.73	3614.55	4607.24	2520.38	2701.35	6294.04	4419.52	1529.73
ZBED5	58486	651.58	854.13	343.89	579.04	470.14	684.02	775.05	769.69	633.73	860.08	748.61
ART4	420	11.13	17.13	2.48	10.96	6.89	15.11	8.85	1.77	13.12	7.57	22.59
ZNF41	7592	72.52	24.11	51.71	144.01	120.1	102.25	123.5	178.77	111.21	36.27	201.25
MYCL	4610	12.09	7.28	2133.97	67.59	2090.03	22.59	140.04	94.67	24.46	25.54	14.56
MLNR	2862	7.06	0	0	7.69	2.01	2.92	3.86	1.83	1.35	0	4.35
NR1H4	9971	0	6.11	0	22.26	0	16.27	8.06	47.5	16.63	7.57	1.28
CARF	79800	40.93	52.45	64.34	62.12	81.71	120.1	121.79	148.09	84.63	45.53	46.5
SPC25	57405	22.92	6.16	105.15	11.82	32.59	5.5	17.9	9.7	10.88	0	23.08
TRNP1	388610	575.03	204.07	258.57	269.6	454.09	764.36	246.28	132.44	265.87	269.6	819.3
FBXO7	25793	1594.73	1909.85	642.59	1572.76	1651	2303.12	2178.83	2335.28	1923.14	2255.7	1583.71
PRKCSH	5589	5995.9	8718.32	3235.01	7749.1	4268.94	5913.33	6652.97	6792.79	6607.01	8134.41	4419.52
DDHD2	23259	325.29	532.74	77.79	307.69	314.17	988.12	954.43	642.59	669.92	703.28	373.81
LRRC47	57470	1066.48	575.03	490.14	974.5	941.27	1175.27	753.83	1066.48	872.1	540.19	1225.22
AL355490.1	0	0	0	0	0	0	0	0	0	0	0	0
SRI	6717	7230.1	6699.25	1350.18	3280.18	2502.97	5672.41	4239.45	4268.94	3212.66	7382.04	5872.48
WDYHV1	55093	314.17	500.46	366.09	271.48	260.38	318.57	480.04	403.5	318.57	381.68	400.71
ULBP1	80329	0.69	0.13	31.67	0.18	4.5	0.17	0.16	3.96	3.96	1.28	2.12
SCGB3A1	92304	1857.6	52.45	12.55	329.84	52.45	8	2326934.84	64822888.73	190.34	295.11	2609.3
C8orf34	116328	35	59.13	20.56	0	0	118.43	466.88	3372.43	19.39	438.59	61.25
RAC2	5880	497	122.64	836.53	764.36	1044.52	1167.14	525.39	947.83	267.73	52.82	555.41
PUS10	150962	65.72	42.71	105.89	76.71	125.24	80.57	88.88	81.14	68.55	38.4	67.59
UCK1	83549	669.92	518.15	314.17	718.08	432.53	624.99	1143.1	791.35	802.41	414.87	866.07
TBX19	9095	27.84	97.36	62.56	58.71	38.67	55.89	75.64	59.13	66.65	87.65	33.3
AL161784.1	0	0	0	0	0	107.38	0	0	0	0	0	0
UBP1	7342	791.35	435.55	507.46	599.49	599.49	1037.29	587.13	780.44	813.63	555.41	954.43
UCN3	114131	0	0	0	0	0	0	0	8022.41	0	0	0
FZD7	8324	633.73	116.78	19.39	189.02	36.01	708.18	85.22	104.42	825	108.9	555.41
CCR10	2826	34.75	303.44	0.65	96.68	0.93	34.51	37.59	48.18	40.36	191.67	18.03
TRIM38	10475	145.02	303.44	423.61	423.61	387.02	191.67	232.94	201.25	260.38	316.37	220.32
MT-ND4	4538	405683.88	168220.2	201440.3	241220.67	231394.29	267651.2	355624.68	307450.64	284880.02	169390.27	322736.12
SLC5A12	159963	0.31	0	0	2.05	1.23	5.68	2.84	0	5.41	4.82	3.92
HBZ	3050	2.61	5.32	3	1.79	1.3	4.82	5.77	1.45	1.53	3.69	1.51
